codigo;numeracion;denominacion;precio
323;5113052-52;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""M"""""""" BRAILLE""""""";61
324;5113052-53;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""P"""""""" BRAILLE""""""";61
325;5113052-54;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""L"""""""" BRAILLE""""""";61
326;5113052-55;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""G"""""""" BRAILLE""""""";61
327;5113052-56;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""LG"""""""" BRAILLE""""""";61
328;5113052-57;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""PB"""""""" BRAILLE""""""";61
329;5113052-58;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""K"""""""" BRAILLE""""""";61
330;5113052-59;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""S"""""""" BRAILLE""""""";61
331;5113052-6;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""6"""""""" BRAILLE""""""";61
332;5113052-60;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""U"""""""" BRAILLE""""""";61
333;5113052-61;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""D"""""""" BRAILLE""""""";61
334;5113052-7;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""7"""""""" BRAILLE""""""";61
335;5113052-71;PULSAD.SCHAEFER MT 42 MB VII,LED 30 V.APERTU.PUER.;61
336;5113052-72;PULSAD.SCHAEFER MT 42 MB VII,LED 30 V.CIERRE PUER.;61
337;5113052-73;PULSAD.SCHAEFER MT 42 MB VII,LED 30V VENTILADOR;61
338;5113052-74;PULSAD.SCHAEFER MT 42 MB VII,LED 30 V.TELEFONO;61
339;5113052-75;PULSAD.SCHAEFER MT 42 MB VII,LED 30V MINUSVALIDOS;66
340;5113052-76;PULSAD.SCHAEFER MT 42 MB VII,LED 30 V.FLECHA PISO;61
341;5113052-8;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""8"""""""" BRAILLE""""""";61
342;5113052-81;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""P1"""""""" BRAILLE""""""";61
343;5113052-82;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""P2"""""""" BRAILLE""""""";61
344;5113052-83;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""P3"""""""" BRAILLE""""""";61
345;5113052-84;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""P4"""""""" BRAILLE""""""";66
346;5113052-85;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""P5"""""""" BRAILLE""""""";66
347;5113052-86;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""SS"""""""" BRAILLE""""""";61
348;5113052-9;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""9"""""""" BRAILLE""""""";61
349;5113052-93;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""UG"""""""" BRAILLE""""""";66
350;5113052-94;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""U1"""""""" BRAILLE""""""";61
351;5113052-95;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""U2"""""""" BRAILLE""""""";66
352;5113052-96;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""U3"""""""" BRAILLE""""""";66
353;5113052-97;"""""""PULSADOR SCHAEFER MT 42 MB VII LED 30V """"""""U4"""""""" BRAILLE""""""";66
354;5113052-99;PULSADOR SCHAEFER MT 42 MB VII LED 30V S/INSCRIP;37
355;5113053-1;PULSADOR SCHAEFER MT 42 MB VII, LED 12 V. ALARMA;61
356;5113054-1;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""1"""""""" BRAILLE""""""";75
357;5113054-10;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""10"""""""" BRAILLE""""""";79
358;5113054-11;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""11"""""""" BRAILLE""""""";79
359;5113054-12;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""12"""""""" BRAILLE""""""";79
360;5113054-13;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""13"""""""" BRAILLE""""""";79
361;5113054-14;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""14"""""""" BRAILLE""""""";79
362;5113054-15;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""15"""""""" BRAILLE""""""";79
363;5113054-16;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""16"""""""" BRAILLE""""""";79
364;5113054-17;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""17"""""""" BRAILLE""""""";79
365;5113054-18;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""18"""""""" BRAILLE""""""";79
366;5113054-19;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""19"""""""" BRAILLE""""""";79
367;5113054-2;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""2"""""""" BRAILLE""""""";75
368;5113054-20;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""20"""""""" BRAILLE""""""";79
369;5113054-21;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""21"""""""" BRAILLE""""""";79
370;5113054-22;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""22"""""""" BRAILLE""""""";79
371;5113054-23;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""23"""""""" BRAILLE""""""";79
372;5113054-24;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""24"""""""" BRAILLE""""""";79
373;5113054-25;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""25"""""""" BRAILLE""""""";79
374;5113054-26;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""26"""""""" BRAILLE""""""";79
375;5113054-27;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""27"""""""" BRAILLE""""""";79
376;5113054-28;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""28"""""""" BRAILLE""""""";79
377;5113054-29;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""29"""""""" BRAILLE""""""";79
378;5113054-3;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""3"""""""" BRAILLE""""""";75
379;5113054-30;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""30"""""""" BRAILLE""""""";79
380;5113054-31;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""31"""""""" BRAILLE""""""";79
381;5113054-32;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""32"""""""" BRAILLE""""""";79
382;5113054-33;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""33"""""""" BRAILLE""""""";79
383;5113054-34;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""34"""""""" BRAILLE""""""";79
384;5113054-35;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""35"""""""" BRAILLE""""""";79
385;5113054-36;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""36"""""""" BRAILLE""""""";79
386;5113054-37;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""37"""""""" BRAILLE""""""";79
387;5113054-38;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""38"""""""" BRAILLE""""""";79
388;5113054-39;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""39"""""""" BRAILLE""""""";79
389;5113054-4;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""4"""""""" BRAILLE""""""";75
390;5113054-40;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""0"""""""" BRAILLE""""""";75
391;5113054-41;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""-1"""""""" BRAILLE""""""";75
392;5113054-42;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""-2"""""""" BRAILLE""""""";75
393;5113054-43;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""-3"""""""" BRAILLE""""""";79
394;5113054-44;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""-4"""""""" BRAILLE""""""";79
395;5113054-5;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""5"""""""" BRAILLE""""""";75
396;5113054-50;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""B"""""""" BRAILLE""""""";75
397;5113054-51;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""E"""""""" BRAILLE""""""";64
398;5113054-52;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""M"""""""" BRAILLE""""""";79
399;5113054-53;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""P"""""""" BRAILLE""""""";75
400;5113054-54;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""L"""""""" BRAILLE""""""";79
401;5113054-55;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""G"""""""" BRAILLE""""""";79
402;5113054-56;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""LG"""""""" BRAILLE""""""";79
403;5113054-57;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""PB"""""""" BRAILLE""""""";75
404;5113054-58;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""K"""""""" BRAILLE""""""";64
405;5113054-59;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""S"""""""" BRAILLE""""""";79
406;5113054-6;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""6"""""""" BRAILLE""""""";79
407;5113054-60;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""U"""""""" BRAILLE""""""";75
408;5113054-61;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""D"""""""" BRAILLE""""""";75
409;5113054-7;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""7"""""""" BRAILLE""""""";75
410;5113054-73;PILOTO SCHAEFER MA 42 MB VII, LED 30V VENTILADOR;79
411;5113054-75;PILOTO SCHAEFER MA 42 MB VII,LED 30V MINUSVALIDOS;79
412;5113054-76;PILOTO SCHAEFER MA 42 MB VII,LED 30 V.FLECHA PISO;75
413;5113054-8;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""8"""""""" BRAILLE""""""";79
414;5113054-81;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""P1"""""""" BRAILLE""""""";79
415;5113054-82;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""P2"""""""" BRAILLE""""""";79
416;5113054-83;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""P3"""""""" BRAILLE""""""";79
417;5113054-84;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""P4"""""""" BRAILLE""""""";79
418;5113054-85;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""P5"""""""" BRAILLE""""""";79
419;5113054-86;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""SS"""""""" BRAILLE""""""";79
420;5113054-9;"""""""PILOTO SCHAEFER MA 42 MB VII, LED 30V """"""""9"""""""" BRAILLE""""""";79
421;5113054-93;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""UG"""""""" BRAILLE""""""";79
422;5113054-94;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""U1"""""""" BRAILLE""""""";79
423;5113054-95;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""U2"""""""" BRAILLE""""""";79
424;5113054-96;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""U3"""""""" BRAILLE""""""";79
425;5113054-97;"""""""PILOTO SCHAEFER MA 42 MB VII,LED 30V """"""""U4"""""""" BRAILLE""""""";79
426;5113054-99;PILOTO SCHAEFER MA 42 MB VII, LED 30 V.S/INSCRIP;51
427;5113056-1;MARCO PULSADOR PLANTA PRINCIPAL;22
428;5113059-1;PILOTO INDICADOR ROJO REFERENCIA KOPA M812OAR 24VDC;6
429;5113091-1;CONMUTADOR 2 POSICIONES 2NA+2NC (FC);51
430;5113091-2;CONMUTADOR 2 POSICIONES 1NA+3NC (FC);53
431;5113091-3;CONMUTADOR 2 POSICIONES 3NA+2NC (FC);69
432;5113099-1;BOTON IMPULSOR FLECHA BLANCO G.E.P9ARBGB006 (FC);1
433;5113099-2;BOTON IMPULSOR FLECHA NEGRO G.E.P9ARBGN006 (FC);1
434;5113101-1;SELECTOR NO LUMINOSO 2 POSICIONES G.E.P9XSMDON;12
435;5113155-1;PILOTO PULSADOR SEMEL 24 V REX-35;17
436;5113156-1;PULSADOR LUMINOSO 24V;63
437;5113158-1;6199007/220 LAMPARA CON SOPORTE TIPO PL2. RX35;9
438;5113279-1;LAMPARA DE 24V 50MA ORBITEC B7311;5
439;5113436-1;BASE PULSADOR NO LUM.DMG SERIE BF RF3600M/C;27
440;5113437-1;TUERCA PULSADOR SERIE BF RF3;2
441;5113439-1;HALO AMARILLO PULSADOR SERIE BF RF2K,GC;20
442;5113510-1;PULSADOR ABRIR PUERTAS QC.,OPN.,O (FC);158
443;5113511-1;PULSADOR FLECHA SUBIR QC,UP,O (FC);136
444;5113512-1;PULSADOR FLECHA BAJAR QC.,DOWN.,O (FC);136
445;5113513-1;PULSADOR INTERFONO QC.,CTF.,O (FC);170
446;5113514-1;PULSADOR ALARMA GT.,ALA.,O (FC);170
447;5113515-1;PULSADOR SIN INSCRICION QC.,_.,V (FC);123
448;5113516-1;SEÑAL SCHAEFER D-50 R P-CR LED ROJO FILM NEGATIVO;259
449;5113516-2;SEÑAL SCHAEFER D-50 R P-CR IPX3 LED ROJO FILM NEG.;305
450;5113518-1;"""""""PILOTO """"""""FUERA SERVICIO"""""""" (FC)""""""";44
451;5113719-1;VENTANA DISPLAY RELLANO SCHAEFER 81/71 F13562WG;47
452;5113739-1;PILOTO PROHIBIDO SCHAEFER RA42WG;93
453;5113760-1;SETA STOP DESENCLAVAMIENTO POR GIRO BOTONERA INSPECCION M-56;47
454;5113761-1;ENCHUFE 2P+T ESTANDAR BOTONERA INSPECCION M-55;8
455;5113762-1;ENCHUFE 2P+T C/ESPIGA BOTONERA INSPECCION M-55/1;24
456;5113763-1;PULSADOR SUBIR BOTONERA INSPECCION M-55;6
457;5113764-1;PULSADOR BAJAR BOTONERA INSPECCION M-55;8
458;5113765-1;MANETA SELECTORA BOTONERA INSPECCION M-55;10
459;5113766-1;CONTACTO 1NC SETA STOP BOTONERA INSPECCION M-55;12
460;5113767-1;CONTACTO 2NO PULSADOR SUBIDA -BAJADA BOTONERA INSPECCION M-55;8
461;5113768-1;CONTACTO 2NO+2NC CONMUTADOR 2 POSICIONES BOTONERA INSPECCION M-55;81
462;5113770-1;VENTANA SEÑALI. SCHAEFER 81/71 F4824WG TRASPARENTE;138
463;5113801-1;"""""""PULSADOR DE LLAMADA """"""""1"""""""" CABINA 4TH GEN""""""";24
464;5113801-10;"""""""PULSADOR DE LLAMADA """"""""10"""""""" CABINA 4TH GEN""""""";24
465;5113801-11;"""""""PULSADOR DE LLAMADA """"""""11"""""""" CABINA 4TH GEN""""""";24
466;5113801-12;"""""""PULSADOR DE LLAMADA """"""""12"""""""" CABINA 4TH GEN""""""";24
467;5113801-13;"""""""PULSADOR DE LLAMADA """"""""13"""""""" CABINA 4TH GEN""""""";24
468;5113801-14;"""""""PULSADOR DE LLAMADA """"""""14"""""""" CABINA 4TH GEN""""""";24
469;5113801-15;"""""""PULSADOR DE LLAMADA """"""""15"""""""" CABINA 4TH GEN""""""";24
470;5113801-16;"""""""PULSADOR DE LLAMADA """"""""16"""""""" CABINA 4TH GEN""""""";24
471;5113801-17;"""""""PULSADOR DE LLAMADA """"""""17"""""""" CABINA 4TH GEN""""""";24
472;5113801-18;"""""""PULSADOR DE LLAMADA """"""""18"""""""" CABINA 4TH GEN""""""";24
473;5113801-19;"""""""PULSADOR DE LLAMADA """"""""19"""""""" CABINA 4TH GEN""""""";24
474;5113801-2;"""""""PULSADOR DE LLAMADA """"""""2"""""""" CABINA 4TH GEN""""""";24
475;5113801-20;"""""""PULSADOR DE LLAMADA """"""""20"""""""" CABINA 4TH GEN""""""";24
476;5113801-21;"""""""PULSADOR DE LLAMADA """"""""21"""""""" CABINA 4TH GEN""""""";24
477;5113801-22;"""""""PULSADOR DE LLAMADA """"""""22"""""""" CABINA 4TH GEN""""""";24
478;5113801-23;"""""""PULSADOR DE LLAMADA """"""""23"""""""" CABINA 4TH GEN""""""";24
479;5113801-24;"""""""PULSADOR DE LLAMADA """"""""24"""""""" CABINA 4TH GEN""""""";24
480;5113801-25;"""""""PULSADOR DE LLAMADA """"""""25"""""""" CABINA 4TH GEN""""""";24
481;5113801-26;"""""""PULSADOR DE LLAMADA """"""""26"""""""" CABINA 4TH GEN""""""";24
482;5113801-27;"""""""PULSADOR DE LLAMADA """"""""27"""""""" CABINA 4TH GEN""""""";24
483;5113801-28;"""""""PULSADOR DE LLAMADA """"""""28"""""""" CABINA 4TH GEN""""""";24
484;5113801-29;"""""""PULSADOR DE LLAMADA """"""""29"""""""" CABINA 4TH GEN""""""";24
485;5113801-3;"""""""PULSADOR DE LLAMADA """"""""3"""""""" CABINA 4TH GEN""""""";24
486;5113801-30;"""""""PULSADOR DE LLAMADA """"""""30"""""""" CABINA 4TH GEN""""""";24
487;5113801-31;"""""""PULSADOR DE LLAMADA """"""""31"""""""" CABINA 4TH GEN""""""";24
488;5113801-32;"""""""PULSADOR DE LLAMADA """"""""32"""""""" CABINA 4TH GEN""""""";24
489;5113801-33;"""""""PULSADOR DE LLAMADA """"""""33"""""""" CABINA 4TH GEN""""""";24
490;5113801-34;"""""""PULSADOR DE LLAMADA """"""""34"""""""" CABINA 4TH GEN""""""";24
491;5113801-35;"""""""PULSADOR DE LLAMADA """"""""35"""""""" CABINA 4TH GEN""""""";24
492;5113801-36;"""""""PULSADOR DE LLAMADA """"""""36"""""""" CABINA 4TH GEN""""""";24
493;5113801-37;"""""""PULSADOR DE LLAMADA """"""""37"""""""" CABINA 4TH GEN""""""";24
494;5113801-38;"""""""PULSADOR DE LLAMADA """"""""38"""""""" CABINA 4TH GEN""""""";24
495;5113801-39;"""""""PULSADOR DE LLAMADA """"""""39"""""""" CABINA 4TH GEN""""""";24
496;5113801-4;"""""""PULSADOR DE LLAMADA """"""""4"""""""" CABINA 4TH GEN""""""";24
497;5113801-40;"""""""PULSADOR DE LLAMADA """"""""40"""""""" CABINA 4TH GEN""""""";24
498;5113801-41;"""""""PULSADOR DE LLAMADA """"""""41"""""""" CABINA 4TH GEN""""""";24
499;5113801-42;"""""""PULSADOR DE LLAMADA """"""""42"""""""" CABINA 4TH GEN""""""";24
500;5113801-43;"""""""PULSADOR DE LLAMADA """"""""43"""""""" CABINA 4TH GEN""""""";24
501;5113801-44;"""""""PULSADOR DE LLAMADA """"""""44"""""""" CABINA 4TH GEN""""""";24
502;5113801-45;"""""""PULSADOR DE LLAMADA """"""""45"""""""" CABINA 4TH GEN""""""";24
503;5113801-46;"""""""PULSADOR DE LLAMADA """"""""0"""""""" CABINA 4TH GEN""""""";24
504;5113801-47;"""""""PULSADOR DE LLAMADA """"""""-1"""""""" CABINA 4TH GEN""""""";24
505;5113801-48;"""""""PULSADOR DE LLAMADA """"""""-2"""""""" CABINA 4TH GEN""""""";24
506;5113801-49;"""""""PULSADOR DE LLAMADA """"""""-3"""""""" CABINA 4TH GEN""""""";24
507;5113801-5;"""""""PULSADOR DE LLAMADA """"""""5"""""""" CABINA 4TH GEN""""""";24
508;5113801-50;"""""""PULSADOR DE LLAMADA """"""""-4"""""""" CABINA 4TH GEN""""""";24
509;5113801-51;"""""""PULSADOR DE LLAMADA """"""""-5"""""""" CABINA 4TH GEN""""""";24
510;5113801-52;"""""""PULSADOR DE LLAMADA """"""""-6"""""""" CABINA 4TH GEN""""""";24
511;5113801-53;"""""""PULSADOR DE LLAMADA """"""""-7"""""""" CABINA 4TH GEN""""""";24
512;5113801-54;"""""""PULSADOR DE LLAMADA """"""""-8"""""""" CABINA 4TH GEN""""""";24
513;5113801-55;"""""""PULSADOR DE LLAMADA """"""""-9"""""""" CABINA 4TH GEN""""""";24
514;5113801-56;"""""""PULSADOR DE LLAMADA """"""""0-"""""""" CABINA 4TH GEN""""""";24
515;5113801-57;"""""""PULSADOR DE LLAMADA """"""""0+"""""""" CABINA 4TH GEN""""""";24
516;5113801-58;"""""""PULSADOR DE LLAMADA """"""""1-"""""""" CABINA 4TH GEN""""""";24
517;5113801-59;"""""""PULSADOR DE LLAMADA """"""""1+"""""""" CABINA 4TH GEN""""""";24
518;5113801-6;"""""""PULSADOR DE LLAMADA """"""""6"""""""" CABINA 4TH GEN""""""";24
519;5113801-60;"""""""PULSADOR DE LLAMADA """"""""2-"""""""" CABINA 4TH GEN""""""";24
520;5113801-61;"""""""PULSADOR DE LLAMADA """"""""2+"""""""" CABINA 4TH GEN""""""";24
521;5113801-62;"""""""PULSADOR DE LLAMADA """"""""3-"""""""" CABINA 4TH GEN""""""";24
522;5113801-63;"""""""PULSADOR DE LLAMADA """"""""3+"""""""" CABINA 4TH GEN""""""";24
523;5113801-64;"""""""PULSADOR DE LLAMADA """"""""4-"""""""" CABINA 4TH GEN""""""";24
524;5113801-65;"""""""PULSADOR DE LLAMADA """"""""4+"""""""" CABINA 4TH GEN""""""";24
525;5113801-7;"""""""PULSADOR DE LLAMADA """"""""7"""""""" CABINA 4TH GEN""""""";24
526;5113801-8;"""""""PULSADOR DE LLAMADA """"""""8"""""""" CABINA 4TH GEN""""""";24
527;5113801-9;"""""""PULSADOR DE LLAMADA """"""""9"""""""" CABINA 4TH GEN""""""";24
528;5113802-1;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""A"""""""" CABINA 4TH GEN""""""";24
529;5113802-10;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""H"""""""" 4TH GEN""""""";24
530;5113802-11;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""KG"""""""" 4TH GEN""""""";24
531;5113802-12;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""L"""""""" 4TH GEN""""""";24
532;5113802-13;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""M"""""""" 4TH GEN""""""";24
533;5113802-14;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""OG"""""""" 4TH GEN""""""";24
534;5113802-15;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""P"""""""" 4TH GEN""""""";24
535;5113802-16;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""PB"""""""" 4TH GEN""""""";24
536;5113802-17;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""P1"""""""" 4TH GEN""""""";24
537;5113802-18;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""P2"""""""" 4TH GEN""""""";24
538;5113802-19;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""R"""""""" 4TH GEN""""""";24
539;5113802-2;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""B"""""""" 4TH GEN""""""";24
540;5113802-20;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""S"""""""" 4TH GEN""""""";24
541;5113802-21;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""SA"""""""" 4TH GEN""""""";24
542;5113802-22;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""SS"""""""" 4TH GEN""""""";24
543;5113802-23;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""S1"""""""" 4TH GEN""""""";24
544;5113802-24;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""S2"""""""" 4TH GEN""""""";24
545;5113802-25;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""U"""""""" 4TH GEN""""""";24
546;5113802-26;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""UG"""""""" 4TH GEN""""""";24
547;5113802-27;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""K"""""""" 4TH GEN""""""";24
548;5113802-3;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""BG"""""""" 4TH GEN""""""";24
549;5113802-4;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""D"""""""" 4TH GEN""""""";24
550;5113802-42;PULSADOR DE LLAMADA ESPECIAL ALARMA 4TH GEN;24
551;5113802-43;PULSADOR DE LLAMADA ESPECIAL ABRIR 4TH GEN;24
552;5113802-44;PULSADOR DE LLAMADA ESPECIAL CERRAR 4TH GEN;24
553;5113802-45;PULSADOR DE LLAMADA ESPECIAL VENT 4TH GEN;24
554;5113802-46;PULSADOR DE LLAMADA ESPECIAL TELEFONO 4TH GEN;24
555;5113802-49;PULSADOR DE LLAMADA ESPECIAL MINUSVALIDO 4TH GEN;24
556;5113802-5;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""DG"""""""" 4TH GEN""""""";24
557;5113802-6;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""E"""""""" 4TH GEN""""""";24
558;5113802-7;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""EG"""""""" 4TH GEN""""""";24
559;5113802-8;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""G"""""""" 4TH GEN""""""";24
560;5113802-9;"""""""PULSADOR DE LLAMADA ESPECIAL """"""""GF"""""""" 4TH GEN""""""";24
561;5113803-1;PULSADOR DE LLAMADA ESPECIAL SIN CABINA 4TH GEN;24
562;5113803-2;PULSADOR DE LLAMADA ESPECIAL SUBIDA CABINA 4TH GEN;24
563;5113803-3;PULSADOR DE LLAMADA ESPECIAL BAJADA CABINA 4TH GEN;24
564;5113804-1;PULSADOR LLAMADA LLAVE SGAR01 4TH GEN;123
565;5113804-12;PULSADOR LLAMADA LLAVE SGAR12 4TH GEN;123
566;5113804-5;PULSADOR LLAMADA LLAVE SGAR05 4TH GEN;123
567;5113805-1;INTERRUPTOR A LLAVE 1SALIDA SGAR01 4TH GEN;122
568;5113806-1;INTERRUPTOR A LLAVE 2SALIDAS SGAR01 4TH GEN;132
569;5113815-1;PULSADOR DE LLAMADA CABINA 1 4TH GEN;19
570;5113815-10;PULSADOR DE LLAMADA CABINA 10 MARCA BLANCA 4TH GEN;19
571;5113815-11;PULSADOR DE LLAMADA CABINA 11 MARCA BLANCA 4TH GEN;19
572;5113815-12;PULSADOR DE LLAMADA CABINA 12 MARCA BLANCA 4TH GEN;19
573;5113815-13;PULSADOR DE LLAMADA CABINA 13 MARCA BLANCA 4TH GEN;19
574;5113815-14;PULSADOR DE LLAMADA CABINA 14 MARCA BLANCA 4TH GEN;19
575;5113815-15;PULSADOR DE LLAMADA CABINA 15 MARCA BLANCA 4TH GEN;19
576;5113815-16;PULSADOR DE LLAMADA CABINA 16 MARCA BLANCA 4TH GEN;19
577;5113815-17;PULSADOR DE LLAMADA CABINA 17 MARCA BLANCA 4TH GEN;19
578;5113815-18;PULSADOR DE LLAMADA CABINA 18 MARCA BLANCA 4TH GEN;19
579;5113815-19;PULSADOR DE LLAMADA CABINA 19 MARCA BLANCA 4TH GEN;19
580;5113815-2;PULSADOR DE LLAMADA CABINA 2 MARCA BLANCA 4TH GEN;19
581;5113815-20;PULSADOR DE LLAMADA CABINA 20 MARCA BLANCA 4TH GEN;19
